MONTH,DAY_OF_WEEK,DEP_DEL15,DISTANCE_GROUP,DEP_TIME_BLK,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND
7,3,1,1,0001-0559,1,4,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,10,Miami International,25.79,-80.29,NONE,0.01,0.0,0.0,70.0,8.9
8,4,0,11,1200-1259,1,6,50,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,22,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,88.0,12.4
10,1,1,10,1000-1059,6,11,130,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,10,Logan International,42.36,-71.01,John F. Kennedy International,0.0,0.0,0.0,48.0,10.4
1,6,0,6,1100-1159,4,11,70,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,6,San Francisco International,37.62,-122.38,Los Angeles International,0.0,0.0,0.0,45.0,10.9
5,1,0,7,1500-1559,2,15,130,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,20,Chicago O'Hare International,41.98,-87.9,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,55.0,12.1
12,1,0,6,1500-1559,2,7,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,2,John F. Kennedy International,40.64,-73.78,Seattle/Tacoma International,0.06,0.0,0.1,30.0,5.1
8,1,0,1,0700-0759,1,6,160,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,6,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,83.0,6.5
1,1,1,4,1800-1859,3,26,165,Alaska Airlines Inc.,30000,25000,1596,3000000,2600000,0.00021,0.00033,8,Chicago O'Hare International,41.98,-87.9,McCarran International,0.0,0.0,0.0,30.0,9.8
4,5,0,10,0900-0959,2,4,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,21,John F. Kennedy International,40.64,-73.78,Chicago O'Hare International,0.0,0.0,0.0,30.0,7.7
2,7,1,1,0700-0759,1,8,170,JetBlue Airways,30000,30000,1915,3000000,3500000,0.00019,0.00028,15,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.5,22.0,11.8
6,2,0,1,2000-2059,8,12,163,Southwest Airlines Co.,15000,110000,3511,1900000,12000000,0.00012,0.0003,4,Seattle/Tacoma International,47.45,-122.31,Denver International,0.02,0.0,0.0,62.0,6.6
2,6,1,11,1500-1559,4,10,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,11,Miami International,25.79,-80.29,San Francisco International,0.12,0.0,0.0,29.0,12.9
4,1,1,9,1800-1859,3,6,90,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,9,Miami International,25.79,-80.29,Dallas/Fort Worth International,1.32,0.0,0.0,53.0,9.1
6,6,0,9,0800-0859,1,10,90,SkyWest Airlines Inc.,30000,60000,3830,3000000,2800000,0.0003,0.00025,10,Chicago O'Hare International,41.98,-87.9,NONE,0.04,0.0,0.0,63.0,9.8
4,7,1,3,1200-1259,1,12,143,Southwest Airlines Co.,17000,110000,3979,2100000,12000000,0.00012,0.0003,25,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,62.0,7.1
4,1,0,10,0700-0759,1,7,140,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,32,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,54.0,3.5
2,3,1,4,1500-1559,1,11,180,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,8,Denver International,39.86,-104.67,NONE,0.35,0.0,0.0,20.0,9.5
4,4,0,2,2200-2259,2,11,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,15,John F. Kennedy International,40.64,-73.78,Dallas/Fort Worth International,0.31,0.0,0.0,49.0,12.0
6,6,1,8,2000-2059,1,15,170,American Airlines Inc.,17000,90000,3255,2100000,10500000,0.00016,0.00035,17,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,88.0,4.8
11,4,0,6,1900-1959,1,11,150,American Airlines Inc.,15000,90000,2872,1900000,10500000,0.00016,0.00035,4,Seattle/Tacoma International,47.45,-122.31,NONE,0.0,0.0,0.0,37.0,4.1
2,5,0,9,1000-1059,1,10,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,20,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,30.0,4.0
10,5,0,6,0700-0759,1,8,70,SkyWest Airlines Inc.,15000,60000,1915,2200000,2800000,0.0003,0.00025,19,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.4,0.7,31.0,6.0
9,4,0,8,2000-2059,1,11,165,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,14,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,55.0,6.7
10,6,0,8,0001-0559,3,5,170,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,24,Los Angeles International,33.94,-118.41,Miami International,0.0,0.0,0.0,52.0,4.6
2,3,0,9,1600-1659,2,8,180,Delta Air Lines Inc.,15000,85000,2713,1900000,11000000,0.00018,0.0004,7,Seattle/Tacoma International,47.45,-122.31,Logan International,0.0,2.5,3.8,30.0,10.2
1,2,0,6,2200-2259,1,13,143,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,14,Los Angeles International,33.94,-118.41,NONE,0.0,0.6,0.8,31.0,9.7
6,5,0,4,0700-0759,2,6,150,American Airlines Inc.,15000,90000,2872,1800000,10500000,0.00016,0.00035,9,Phoenix Sky Harbor International,33.43,-112.01,Logan International,0.0,0.0,0.0,73.0,4.6
8,4,0,2,1800-1859,7,12,143,Southwest Airlines Co.,33000,110000,7723,3400000,12000000,0.00012,0.0003,16,Hartsfield-Jackson Atlanta International,33.64,-84.43,Chicago O'Hare International,0.0,0.0,0.0,78.0,8.2
5,4,0,7,0001-0559,1,6,143,Southwest Airlines Co.,30000,110000,7021,3000000,12000000,0.00012,0.0003,20,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,65.0,12.1
9,5,1,3,1700-1759,1,8,165,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,6,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,55.0,6.8
3,3,0,8,1000-1059,5,10,165,Alaska Airlines Inc.,30000,25000,1596,3000000,2600000,0.00021,0.00033,9,Chicago O'Hare International,41.98,-87.9,John F. Kennedy International,0.0,0.0,3.4,27.0,9.6
2,6,0,11,1800-1859,1,15,150,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,20,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,38.0,7.5
4,1,1,3,1400-1459,2,15,160,Delta Air Lines Inc.,15000,85000,2713,2200000,11000000,0.00018,0.0004,30,John F. Kennedy International,40.64,-73.78,Denver International,0.0,0.0,0.0,37.0,3.3
6,2,1,9,1700-1759,2,13,150,American Airlines Inc.,15000,90000,2872,1800000,10500000,0.00016,0.00035,10,Phoenix Sky Harbor International,33.43,-112.01,Los Angeles International,0.0,0.0,0.0,71.0,7.6
1,2,1,6,1600-1659,1,16,150,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,24,John F. Kennedy International,40.64,-73.78,NONE,0.0,1.5,2.3,24.0,9.6
6,2,0,5,1300-1359,4,10,173,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,17,Los Angeles International,33.94,-118.41,Los Angeles International,0.0,0.0,0.0,82.0,10.2
8,6,0,11,0700-0759,6,6,145,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,6,Miami International,25.79,-80.29,Chicago O'Hare International,0.0,0.0,0.0,74.0,12.0
6,6,1,4,0600-0659,1,7,150,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,11,Miami International,25.79,-80.29,NONE,0.44,0.0,0.0,91.0,10.7
2,3,1,11,1000-1059,2,8,143,Southwest Airlines Co.,22000,110000,5149,3100000,12000000,0.00012,0.0003,6,Los Angeles International,33.94,-118.41,Seattle/Tacoma International,0.0,0.0,0.0,46.0,11.4
12,5,1,7,1300-1359,1,14,150,JetBlue Airways,22000,30000,1404,3100000,3500000,0.00019,0.00028,17,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,50.0,9.8
9,4,0,2,0600-0659,3,8,180,JetBlue Airways,17000,30000,1085,2100000,3500000,0.00019,0.00028,26,San Francisco International,37.62,-122.38,San Francisco International,0.0,0.0,0.0,65.0,6.3
4,4,0,1,0001-0559,1,8,143,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,6,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,50.0,10.5
5,1,0,4,1200-1259,3,7,173,Southwest Airlines Co.,15000,110000,3511,2200000,12000000,0.00012,0.0003,7,John F. Kennedy International,40.64,-73.78,John F. Kennedy International,0.0,0.0,0.0,70.0,6.7
7,4,0,3,0700-0759,2,9,150,JetBlue Airways,15000,30000,957,1800000,3500000,0.00019,0.00028,15,Phoenix Sky Harbor International,33.43,-112.01,Los Angeles International,0.0,0.0,0.0,103.0,9.0
1,5,0,8,2100-2159,1,23,100,SkyWest Airlines Inc.,33000,60000,4213,3400000,2800000,0.0003,0.00025,12,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,42.0,8.0
1,6,0,2,1400-1459,1,15,150,American Airlines Inc.,27000,90000,5170,2800000,10500000,0.00016,0.00035,10,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.2,35.0,16.1
9,7,0,8,0001-0559,2,4,180,JetBlue Airways,15000,30000,957,2200000,3500000,0.00019,0.00028,9,John F. Kennedy International,40.64,-73.78,Logan International,0.0,0.0,0.0,59.0,7.7
1,1,0,1,0900-0959,1,5,123,Southwest Airlines Co.,15000,110000,3511,2200000,12000000,0.00012,0.0003,7,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.7,1.1,30.0,10.0
12,2,0,6,1100-1159,1,14,163,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,14,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,45.0,11.2
6,5,0,2,1200-1259,2,9,185,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,11,Hartsfield-Jackson Atlanta International,33.64,-84.43,Dallas/Fort Worth International,0.08,0.0,0.0,85.0,10.1
5,5,0,5,1600-1659,3,11,150,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,16,John F. Kennedy International,40.64,-73.78,McCarran International,0.0,0.0,0.0,60.0,4.6
2,6,0,4,1300-1359,2,14,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,8,Los Angeles International,33.94,-118.41,San Francisco International,0.0,0.0,0.5,34.0,10.0
4,3,0,2,1700-1759,2,7,100,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,35,Miami International,25.79,-80.29,McCarran International,0.0,0.0,0.0,70.0,9.5
8,3,0,10,1300-1359,8,11,143,Southwest Airlines Co.,17000,110000,3979,2100000,12000000,0.00012,0.0003,10,San Francisco International,37.62,-122.38,Chicago O'Hare International,0.0,0.0,0.0,80.0,5.6
6,7,0,11,1000-1059,1,9,155,United Air Lines Inc.,24000,70000,3574,2500000,8500000,0.00017,0.00036,18,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,51.0,6.5
4,4,0,9,2000-2059,8,21,165,Alaska Airlines Inc.,15000,25000,798,1900000,2600000,0.00021,0.00033,35,Seattle/Tacoma International,47.45,-122.31,John F. Kennedy International,0.03,0.0,0.0,42.0,8.0
1,5,1,2,1400-1459,1,13,170,American Airlines Inc.,33000,90000,6319,3400000,10500000,0.00016,0.00035,9,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.43,1.6,2.5,31.0,12.0
6,4,0,8,1000-1059,8,10,195,Alaska Airlines Inc.,15000,25000,798,2200000,2600000,0.00021,0.00033,5,John F. Kennedy International,40.64,-73.78,Los Angeles International,0.19,0.0,0.0,72.0,5.7
12,2,0,5,2000-2059,1,13,90,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,8,McCarran International,36.08,-115.15,NONE,0.0,0.0,0.0,39.0,9.0
1,6,0,3,1200-1259,1,15,140,Delta Air Lines Inc.,24000,85000,4340,2500000,11000000,0.00018,0.0004,11,Denver International,39.86,-104.67,NONE,0.0,0.0,1.5,24.0,8.3
2,3,1,2,1500-1559,1,8,160,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,11,Miami International,25.79,-80.29,NONE,0.58,0.0,0.0,41.0,9.3
3,5,0,11,1700-1759,2,14,143,Southwest Airlines Co.,14000,110000,3277,1700000,12000000,0.00012,0.0003,18,McCarran International,36.08,-115.15,Denver International,0.0,0.0,0.0,50.0,13.3
6,5,0,6,1600-1659,1,16,160,Delta Air Lines Inc.,30000,85000,5426,3000000,11000000,0.00018,0.0004,9,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.0,77.0,9.8
8,1,1,9,2300-2359,1,12,130,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,13,John F. Kennedy International,40.64,-73.78,NONE,0.3,0.0,0.0,70.0,9.5
5,2,0,5,0800-0859,4,7,135,United Air Lines Inc.,14000,70000,2085,1700000,8500000,0.00017,0.00036,18,McCarran International,36.08,-115.15,Los Angeles International,0.0,0.0,0.0,72.0,11.5
10,1,0,6,1100-1159,3,7,143,Southwest Airlines Co.,15000,110000,3511,1800000,12000000,0.00012,0.0003,10,Phoenix Sky Harbor International,33.43,-112.01,McCarran International,0.0,0.0,0.0,78.0,10.5
12,4,1,2,1600-1659,2,6,165,Alaska Airlines Inc.,15000,25000,798,1800000,2600000,0.00021,0.00033,11,Phoenix Sky Harbor International,33.43,-112.01,John F. Kennedy International,0.0,0.0,0.0,46.0,4.3
10,3,0,2,1700-1759,1,12,140,Delta Air Lines Inc.,17000,85000,3074,2100000,11000000,0.00018,0.0004,18,San Francisco International,37.62,-122.38,NONE,0.49,0.0,0.0,49.0,7.8
1,2,0,6,0800-0859,3,10,160,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,15,Dallas/Fort Worth International,32.9,-97.04,Hartsfield-Jackson Atlanta International,0.39,0.0,0.0,27.0,5.7
5,5,0,3,0900-0959,2,12,140,Delta Air Lines Inc.,22000,85000,3979,3100000,11000000,0.00018,0.0004,7,Los Angeles International,33.94,-118.41,Dallas/Fort Worth International,0.18,0.0,0.0,78.0,14.3
7,5,0,10,0001-0559,1,8,155,United Air Lines Inc.,15000,70000,2234,1900000,8500000,0.00017,0.00036,18,Seattle/Tacoma International,47.45,-122.31,NONE,0.47,0.0,0.0,63.0,8.8
7,6,0,10,0001-0559,2,7,185,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,12,Miami International,25.79,-80.29,Logan International,0.0,0.0,0.0,89.0,7.9
12,4,1,3,1100-1159,2,14,165,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,9,Logan International,42.36,-71.01,Chicago O'Hare International,0.0,0.0,0.0,19.0,7.5
8,5,0,5,0900-0959,1,6,190,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,7,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,67.0,12.5
11,5,0,2,0700-0759,1,8,190,Delta Air Lines Inc.,22000,85000,3979,3100000,11000000,0.00018,0.0004,14,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,51.0,5.8
2,7,1,7,1900-1959,1,19,150,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,6,Chicago O'Hare International,41.98,-87.9,NONE,0.0,0.0,0.6,33.0,8.3
10,5,0,10,0600-0659,1,7,150,American Airlines Inc.,22000,90000,4213,3100000,10500000,0.00016,0.00035,15,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,62.0,7.0
9,6,1,6,1400-1459,6,8,163,Southwest Airlines Co.,17000,110000,3979,2100000,12000000,0.00012,0.0003,15,San Francisco International,37.62,-122.38,Dallas/Fort Worth International,0.0,0.0,0.0,84.0,12.4
4,3,0,9,0001-0559,2,8,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,15,McCarran International,36.08,-115.15,Logan International,0.1,0.0,0.0,62.0,13.2
12,6,1,6,1300-1359,1,15,150,American Airlines Inc.,14000,90000,2681,1700000,10500000,0.00016,0.00035,11,Miami International,25.79,-80.29,NONE,0.0,0.0,1.2,36.0,9.7
4,6,0,6,1900-1959,3,7,70,SkyWest Airlines Inc.,15000,60000,1915,1900000,2800000,0.0003,0.00025,8,Seattle/Tacoma International,47.45,-122.31,John F. Kennedy International,0.0,0.0,0.0,39.0,5.4
5,2,0,7,1300-1359,1,12,150,American Airlines Inc.,24000,90000,4596,2500000,10500000,0.00016,0.00035,28,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,45.0,8.7
9,1,1,7,0800-0859,1,6,123,Southwest Airlines Co.,13000,110000,3043,1500000,12000000,0.00012,0.0003,10,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,60.0,7.0
11,7,0,9,0700-0759,1,4,165,Alaska Airlines Inc.,15000,25000,798,1800000,2600000,0.00021,0.00033,8,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,56.0,8.9
7,3,0,10,0800-0859,1,5,180,Delta Air Lines Inc.,14000,85000,2532,1700000,11000000,0.00018,0.0004,4,McCarran International,36.08,-115.15,NONE,0.41,0.0,0.0,90.0,10.5
7,7,1,10,0800-0859,1,5,50,SkyWest Airlines Inc.,27000,60000,3447,2800000,2800000,0.0003,0.00025,14,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,92.0,5.7
4,5,0,2,1800-1859,1,12,150,JetBlue Airways,13000,30000,830,1500000,3500000,0.00019,0.00028,21,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,55.0,13.3
12,2,1,3,1000-1059,1,15,180,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,11,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.1,30.0,3.7
3,5,0,7,2100-2159,1,7,70,SkyWest Airlines Inc.,17000,60000,2170,2100000,2800000,0.0003,0.00025,15,San Francisco International,37.62,-122.38,NONE,0.0,0.0,0.0,42.0,7.3
10,3,1,3,0800-0859,1,8,150,JetBlue Airways,24000,30000,1532,2500000,3500000,0.00019,0.00028,23,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,48.0,2.1
8,4,1,1,1100-1159,1,8,150,American Airlines Inc.,15000,90000,2872,2200000,10500000,0.00016,0.00035,11,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,49.0,6.5
5,3,0,3,0001-0559,1,9,100,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,8,Denver International,39.86,-104.67,NONE,0.09,0.0,0.0,48.0,11.1
12,6,0,11,0900-0959,1,5,160,Delta Air Lines Inc.,15000,85000,2713,1800000,11000000,0.00018,0.0004,11,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.0,0.0,0.0,62.0,11.7
5,2,0,10,1100-1159,4,5,195,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,16,McCarran International,36.08,-115.15,Seattle/Tacoma International,0.0,0.0,0.0,81.0,14.9
5,5,0,7,0900-0959,3,9,170,American Airlines Inc.,27000,90000,5170,2800000,10500000,0.00016,0.00035,11,Dallas/Fort Worth International,32.9,-97.04,Phoenix Sky Harbor International,0.7,0.0,0.0,74.0,7.3
7,3,1,2,1900-1959,1,13,70,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,14,McCarran International,36.08,-115.15,NONE,0.64,0.0,0.0,100.0,10.4
6,6,0,8,1300-1359,1,17,155,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,27,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,76.0,2.3
8,1,0,5,1700-1759,5,9,90,SkyWest Airlines Inc.,14000,60000,1787,1700000,2800000,0.0003,0.00025,15,McCarran International,36.08,-115.15,Seattle/Tacoma International,0.0,0.0,0.0,73.0,8.5
1,4,0,1,2100-2159,1,11,70,SkyWest Airlines Inc.,15000,60000,1915,1800000,2800000,0.0003,0.00025,17,Phoenix Sky Harbor International,33.43,-112.01,NONE,0.16,0.2,0.3,31.0,11.5
4,5,1,7,1600-1659,2,15,150,American Airlines Inc.,30000,90000,5745,3000000,10500000,0.00016,0.00035,4,Chicago O'Hare International,41.98,-87.9,Dallas/Fort Worth International,0.0,0.0,0.0,28.0,10.8
9,4,1,6,1700-1759,2,21,165,Alaska Airlines Inc.,33000,25000,1755,3400000,2600000,0.00021,0.00033,11,Hartsfield-Jackson Atlanta International,33.64,-84.43,San Francisco International,0.52,0.0,0.0,72.0,5.8
1,6,0,4,1700-1759,1,20,70,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,16,Denver International,39.86,-104.67,NONE,0.0,0.0,0.5,16.0,1.0
5,2,0,9,1100-1159,2,9,185,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,8,McCarran International,36.08,-115.15,Miami International,0.0,0.0,0.0,78.0,8.6
8,2,0,1,1800-1859,3,11,163,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,8,Denver International,39.86,-104.67,Seattle/Tacoma International,0.0,0.0,0.0,64.0,5.5
1,3,0,4,0900-0959,1,9,175,United Air Lines Inc.,33000,70000,4915,3400000,8500000,0.00017,0.00036,18,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.8,27.0,11.7
10,7,0,5,1400-1459,2,12,155,United Air Lines Inc.,15000,70000,2234,1900000,8500000,0.00017,0.00036,8,Seattle/Tacoma International,47.45,-122.31,Chicago O'Hare International,0.0,0.0,0.0,36.0,4.6
7,7,1,3,1400-1459,4,19,180,JetBlue Airways,33000,30000,2106,3400000,3500000,0.00019,0.00028,7,Hartsfield-Jackson Atlanta International,33.64,-84.43,Denver International,0.13,0.0,0.0,88.0,12.3
12,1,0,1,0600-0659,1,8,70,SkyWest Airlines Inc.,15000,60000,1915,2200000,2800000,0.0003,0.00025,14,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,25.0,11.4
5,3,0,2,1800-1859,2,21,143,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,4,Dallas/Fort Worth International,32.9,-97.04,Miami International,0.0,0.0,0.0,79.0,9.5
8,1,0,1,1700-1759,1,15,155,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,9,John F. Kennedy International,40.64,-73.78,NONE,0.0,0.0,0.0,61.0,6.8
7,4,1,10,1400-1459,4,8,150,American Airlines Inc.,13000,90000,2489,1500000,10500000,0.00016,0.00035,9,Logan International,42.36,-71.01,Hartsfield-Jackson Atlanta International,0.0,0.0,0.0,66.0,10.2
12,5,0,9,1400-1459,2,14,140,Delta Air Lines Inc.,27000,85000,4883,2800000,11000000,0.00018,0.0004,10,Dallas/Fort Worth International,32.9,-97.04,Seattle/Tacoma International,0.0,0.0,0.0,45.0,7.4
5,2,0,7,0600-0659,1,2,165,Alaska Airlines Inc.,13000,25000,691,1500000,2600000,0.00021,0.00033,8,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,65.0,11.0
12,4,0,10,1200-1259,2,13,155,United Air Lines Inc.,15000,70000,2234,2200000,8500000,0.00017,0.00036,24,John F. Kennedy International,40.64,-73.78,Denver International,0.0,0.0,0.0,25.0,9.8
2,1,0,4,1100-1159,1,14,143,Southwest Airlines Co.,33000,110000,7723,3400000,12000000,0.00012,0.0003,6,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,2.0,34.0,6.3
6,6,1,9,1700-1759,1,10,160,Delta Air Lines Inc.,13000,85000,2351,1500000,11000000,0.00018,0.0004,11,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,75.0,11.7
5,2,0,8,0800-0859,1,6,185,Alaska Airlines Inc.,14000,25000,745,1700000,2600000,0.00021,0.00033,6,Miami International,25.79,-80.29,NONE,0.0,0.0,0.0,66.0,12.7
10,2,1,2,2000-2059,1,15,123,Southwest Airlines Co.,24000,110000,5617,2500000,12000000,0.00012,0.0003,22,Denver International,39.86,-104.67,NONE,0.0,0.0,0.0,60.0,5.5
2,2,1,6,0800-0859,1,9,70,SkyWest Airlines Inc.,27000,60000,3447,2800000,2800000,0.0003,0.00025,10,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,5.0,7.6,32.0,10.8
2,4,0,10,1300-1359,1,9,185,United Air Lines Inc.,15000,70000,2234,1900000,8500000,0.00017,0.00036,9,Seattle/Tacoma International,47.45,-122.31,NONE,0.01,0.0,0.0,42.0,8.8
11,5,0,3,1900-1959,1,11,123,Southwest Airlines Co.,13000,110000,3043,1500000,12000000,0.00012,0.0003,15,Logan International,42.36,-71.01,NONE,0.0,0.0,0.0,42.0,6.0
11,1,0,1,1300-1359,1,12,155,United Air Lines Inc.,27000,70000,4021,2800000,8500000,0.00017,0.00036,20,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,47.0,6.2
3,2,0,9,0900-0959,1,12,143,Southwest Airlines Co.,27000,110000,6319,2800000,12000000,0.00012,0.0003,9,Dallas/Fort Worth International,32.9,-97.04,NONE,0.0,0.0,0.0,54.0,13.0
1,7,1,2,1700-1759,6,18,100,SkyWest Airlines Inc.,24000,60000,3064,2500000,2800000,0.0003,0.00025,14,Denver International,39.86,-104.67,Phoenix Sky Harbor International,0.0,1.9,2.9,6.0,10.8
4,4,0,8,0700-0759,5,14,180,JetBlue Airways,24000,30000,1532,2500000,3500000,0.00019,0.00028,21,Denver International,39.86,-104.67,Miami International,0.0,0.0,0.0,54.0,6.0
7,4,0,11,1800-1859,2,17,165,Alaska Airlines Inc.,22000,25000,1170,3100000,2600000,0.00021,0.00033,11,Los Angeles International,33.94,-118.41,Denver International,0.0,0.0,0.0,94.0,12.1
6,2,0,1,2000-2059,1,20,143,Southwest Airlines Co.,33000,110000,7723,3400000,12000000,0.00012,0.0003,7,Hartsfield-Jackson Atlanta International,33.64,-84.43,NONE,0.0,0.0,0.0,82.0,6.2
3,2,0,6,0700-0759,1,9,175,United Air Lines Inc.,22000,70000,3277,3100000,8500000,0.00017,0.00036,7,Los Angeles International,33.94,-118.41,NONE,0.0,0.0,0.0,48.0,10.5
7,3,0,2,0600-0659,2,6,180,JetBlue Airways,14000,30000,894,1700000,3500000,0.00019,0.00028,8,McCarran International,36.08,-115.15,Miami International,0.0,0.0,0.0,90.0,6.8
